score,story,gemeente,woningtype,inkomen,opleiding,gender
7,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Onder modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Onder modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Onder modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
6,Duurzame energie is belangrijk.,De Wolden,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Vrouw
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Borger-Odoorn,Koopwoning,Boven modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Aa en Hunze,Koopwoning,Rondom modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
6,Duurzame energie is belangrijk.,Assen,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Boven modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
1,Waarom moeten wij dit dragen?,De Wolden,Huurwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Onder modaal,Middelbare school,Man
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
6,Ik zie de voor- en nadelen.,Hoogeveen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Boven modaal,Basisschool,Anders
3,Niet ten koste van landbouwgrond.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
6,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Emmen,Huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Onder modaal,Basisschool,Vrouw
6,Ik ben neutraal over dit onderwerp.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,De Wolden,Koopwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Onder modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
6,Ik ben neutraal over dit onderwerp.,De Wolden,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
6,Duurzame energie is belangrijk.,Westerveld,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Man
6,Duurzame energie is belangrijk.,Assen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Onder modaal,Basisschool,Man
3,"Zonnepanelen ja, maar op daken.",Hoogeveen,Koopwoning,Boven modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Emmen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
3,"Zonnepanelen ja, maar op daken.",Borger-Odoorn,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
1,Waarom moeten wij dit dragen?,Emmen,Koopwoning,Boven modaal,Middelbare school,Vrouw
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Coevorden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
6,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Huurwoning,Onder modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Boven modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Boven modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Onder modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Boven modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Onder modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Basisschool,Geen antwoord
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Boven modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Man
6,Het is goed voor de toekomst.,Tynaarlo,Sociale huurwoning,Onder modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Boven modaal,Middelbare school,Vrouw
6,Duurzame energie is belangrijk.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
4,"Zolang het goed geregeld is, vind ik het prima.",Assen,Huurwoning,Onder modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
3,"Duurzaam is goed, maar niet in onze wijk.",Hoogeveen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
6,Ik steun zonne- en windenergie als het netjes gebeurt.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Rondom modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Assen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
4,Ik zie de voor- en nadelen.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
4,Ik ben neutraal over dit onderwerp.,Emmen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Duurzame energie is belangrijk.,Westerveld,Koopwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
4,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
3,Niet ten koste van landbouwgrond.,Westerveld,Huurwoning,Boven modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Rondom modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,De Wolden,Koopwoning,Boven modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
4,Ik zie de voor- en nadelen.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Rondom modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Koopwoning,Boven modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Boven modaal,Middelbare school,Anders
4,Ik zie de voor- en nadelen.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
3,"Duurzaam is goed, maar niet in onze wijk.",Hoogeveen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Het is goed voor de toekomst.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Anders
4,Ik zie de voor- en nadelen.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Duurzame energie is belangrijk.,Tynaarlo,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Duurzame energie is belangrijk.,Westerveld,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
4,Ik ben neutraal over dit onderwerp.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Vrouw
3,"Zonnepanelen ja, maar op daken.",Borger-Odoorn,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Man
3,"Duurzaam is goed, maar niet in onze wijk.",Tynaarlo,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,Emmen,Huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Westerveld,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Duurzame energie is belangrijk.,Hoogeveen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
4,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
4,"Zolang het goed geregeld is, vind ik het prima.",Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Assen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Rondom modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Geen antwoord
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Het is goed voor de toekomst.,Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Rondom modaal,Basisschool,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Boven modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
3,Niet ten koste van landbouwgrond.,Emmen,Huurwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Boven modaal,Basisschool,Anders
5,Duurzame energie is belangrijk.,De Wolden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Boven modaal,Basisschool,Anders
4,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Koopwoning,Onder modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
