score,story,gemeente,woningtype,inkomen,opleiding,gender
5,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Boven modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Onder modaal,Basisschool,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Koopwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Onder modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
2,"Zonnepanelen ja, maar op daken.",Hoogeveen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Anders
1,Waarom moeten wij dit dragen?,Tynaarlo,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Onder modaal,Basisschool,Man
3,"Zolang het goed geregeld is, vind ik het prima.",Hoogeveen,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Assen,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
4,Duurzame energie is belangrijk.,Westerveld,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Onder modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Rondom modaal,Basisschool,Anders
2,"Duurzaam is goed, maar niet in onze wijk.",Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Onder modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Onder modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Vrouw
2,"Zonnepanelen ja, maar op daken.",Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Onder modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Boven modaal,Middelbare school,Man
3,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
1,Windmolens verstoren het landschap.,Emmen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
3,"Zolang het goed geregeld is, vind ik het prima.",Assen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
1,Windmolens verstoren het landschap.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Man
2,Niet ten koste van landbouwgrond.,Tynaarlo,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
1,Ik ben tegen zonneparken in onze buurt.,Coevorden,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Onder modaal,Middelbare school,Vrouw
3,Ik zie de voor- en nadelen.,De Wolden,Sociale huurwoning,Boven modaal,Basisschool,Anders
4,Het is goed voor de toekomst.,Emmen,Particuliere huurwoning,Boven modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Rondom modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Assen,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Boven modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,De Wolden,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
3,Ik ben neutraal over dit onderwerp.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Rondom modaal,Middelbare school,Man
2,"Zonnepanelen ja, maar op daken.",Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
3,Ik ben neutraal over dit onderwerp.,De Wolden,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Onder modaal,Basisschool,Anders
1,Ik ben tegen zonneparken in onze buurt.,De Wolden,Huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Rondom modaal,Middelbare school,Man
3,Ik ben neutraal over dit onderwerp.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Boven modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Onder modaal,Beroepsonderwijs,Man
2,"Zonnepanelen ja, maar op daken.",Assen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
4,Het is goed voor de toekomst.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
3,Ik zie de voor- en nadelen.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,De Wolden,Huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
2,"Duurzaam is goed, maar niet in onze wijk.",Tynaarlo,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
1,Windmolens verstoren het landschap.,Coevorden,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Assen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Onder modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Boven modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Beroepsonderwijs,Man
1,Waarom moeten wij dit dragen?,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Middelbare school,Man
2,"Zonnepanelen ja, maar op daken.",De Wolden,Particuliere huurwoning,Onder modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Boven modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
4,Duurzame energie is belangrijk.,Aa en Hunze,Koopwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Emmen,Huurwoning,Boven modaal,Middelbare school,Vrouw
2,"Zonnepanelen ja, maar op daken.",Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
1,Ik ben tegen zonneparken in onze buurt.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Boven modaal,Middelbare school,Man
2,"Zonnepanelen ja, maar op daken.",Borger-Odoorn,Koopwoning,Onder modaal,Middelbare school,Man
2,"Duurzaam is goed, maar niet in onze wijk.",Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Assen,Huurwoning,Onder modaal,Middelbare school,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Hoogeveen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
1,Waarom moeten wij dit dragen?,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Man
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Assen,Huurwoning,Boven modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Onder modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
2,"Duurzaam is goed, maar niet in onze wijk.",Emmen,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
3,Ik zie de voor- en nadelen.,Westerveld,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Man
2,Niet ten koste van landbouwgrond.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Westerveld,Huurwoning,Rondom modaal,Basisschool,Man
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Middelbare school,Vrouw
1,Windmolens verstoren het landschap.,Hoogeveen,Koopwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Onder modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
1,Waarom moeten wij dit dragen?,De Wolden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
2,"Zonnepanelen ja, maar op daken.",De Wolden,Huurwoning,Boven modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Boven modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Basisschool,Anders
3,Ik zie de voor- en nadelen.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Rondom modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
4,Duurzame energie is belangrijk.,Westerveld,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Onder modaal,Basisschool,Vrouw
2,"Zonnepanelen ja, maar op daken.",De Wolden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Onder modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Hoogeveen,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
1,Windmolens verstoren het landschap.,Assen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Boven modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
4,Het is goed voor de toekomst.,Emmen,Huurwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
